accident_month,accident_dow,accident_hour,shutdown_duration_hrs,has_evacuation,has_injury,has_fatality,log_net_loss,log_unintentional_release,log_all_costs,recovery_rate,cost_per_barrel,Pipeline Type,region,Cause Category
1,4,7,0.0,0,0,0,3.091042453358316,3.091042453358316,7.395107546562485,0.0,4.316881869201283,ABOVEGROUND,Midwest,INCORRECT OPERATION
1,0,8,0.0,0,0,0,0.0,0.11332868530700317,8.296297112642508,0.10714285714285712,8.296297112642508,ABOVEGROUND,Northeast,MATERIAL/WELD/EQUIP FAILURE
1,1,10,0.0,0,0,0,1.0986122886681098,1.0986122886681098,5.303304908059076,0.0,4.214593690373678,ABOVEGROUND,South,MATERIAL/WELD/EQUIP FAILURE
1,2,19,0.0,0,0,0,0.0,0.3920420877760237,9.353661191420406,0.32432432432432434,9.353661191420406,UNDERGROUND,Midwest,NATURAL FORCE DAMAGE
1,3,13,0.0,0,0,0,1.0986122886681098,6.55250788703459,10.297251130669952,0.9957203994293866,9.198706291077816,UNDERGROUND,South,EXCAVATION DAMAGE
1,4,23,105.6,0,0,0,7.71333788887187,8.23880116587155,15.249336195949288,0.40871862615587845,7.5365314549060525,UNDERGROUND,Midwest,MATERIAL/WELD/EQUIP FAILURE
1,5,0,0.0,0,0,0,1.791759469228055,3.58351893845611,11.161962746590705,0.8333333333333334,9.370274296559169,TANK,South,MATERIAL/WELD/EQUIP FAILURE
1,5,1,0.0,0,0,0,0.2151113796169455,0.2151113796169455,6.025865973825314,0.0,5.811334136386282,ABOVEGROUND,South,NATURAL FORCE DAMAGE
1,6,19,0.0,0,0,0,0.0,0.33647223662121295,10.605024440869697,0.28571428571428575,10.605024440869697,ABOVEGROUND,South,MATERIAL/WELD/EQUIP FAILURE
1,0,14,0.0,0,0,0,0.0,0.3920420877760237,10.310651217279874,0.32432432432432434,10.310651217279874,TANK,South,ALL OTHER CAUSES
1,0,14,96.25,0,0,0,7.71333788887187,7.71333788887187,12.017294288392847,0.0,4.317374910822899,UNDERGROUND,South,NATURAL FORCE DAMAGE
1,0,14,7.216666666666667,0,0,0,0.0,1.3862943611198906,12.78624707743015,0.75,12.78624707743015,UNDERGROUND,South,MATERIAL/WELD/EQUIP FAILURE
1,0,15,46.833333333333336,0,0,0,0.6931471805599453,1.0986122886681098,9.405166749908611,0.3333333333333333,8.712101863715663,UNDERGROUND,Midwest,CORROSION
1,0,23,0.0,0,0,0,1.0986122886681098,3.9889840465642745,10.54141267859585,0.9444444444444444,9.44285322729434,TANK,South,NATURAL FORCE DAMAGE
1,1,10,48.0,0,0,0,0.0,3.091042453358316,9.920049640835106,0.9545454545454546,9.920049640835106,ABOVEGROUND,South,CORROSION
1,1,14,0.0,0,0,0,0.0,0.173953307123438,10.389026137075234,0.1596638655462185,10.389026137075234,ABOVEGROUND,Midwest,INCORRECT OPERATION
1,1,19,187.43333333333334,1,0,0,6.100318952020064,6.100318952020064,14.738822979971117,0.0,8.638680766848784,UNDERGROUND,South,MATERIAL/WELD/EQUIP FAILURE
1,2,7,0.0,0,0,0,1.501852701754163,1.501852701754163,5.541263545158426,0.0,4.053004306726512,ABOVEGROUND,South,NATURAL FORCE DAMAGE
1,2,13,0.0,0,0,0,0.0,1.9459101490553132,10.325645883585953,0.8571428571428571,10.325645883585953,TANK,South,MATERIAL/WELD/EQUIP FAILURE
1,2,15,0.0,0,0,0,0.3920420877760237,0.3920420877760237,11.10766033686473,0.0,10.715625447623085,ABOVEGROUND,Midwest,INCORRECT OPERATION
1,3,13,0.0,0,0,0,0.039220713153281295,0.2151113796169455,11.225483363723054,0.16129032258064518,11.186263183774996,ABOVEGROUND,Northeast,NATURAL FORCE DAMAGE
1,4,7,0.0,0,0,0,0.0,0.6931471805599453,15.336117475270969,0.5,15.336117475270969,ABOVEGROUND,West,OTHER OUTSIDE FORCE DAMAGE
1,4,15,19.833333333333332,0,0,0,1.3862943611198906,1.791759469228055,8.263848131368906,0.3333333333333333,6.878326468291325,UNDERGROUND,Midwest,CORROSION
1,0,10,0.0,0,0,0,1.0986122886681098,1.0986122886681098,7.00397413672268,0.0,5.907176730585393,TANK,Midwest,MATERIAL/WELD/EQUIP FAILURE
1,1,13,0.0,0,0,0,0.636576829071551,1.0260415958332743,10.165890277802454,0.3225806451612903,9.529347677597803,ABOVEGROUND,West,MATERIAL/WELD/EQUIP FAILURE
1,1,20,13.483333333333333,0,0,0,0.6931471805599453,1.3862943611198906,10.74043200084384,0.5,10.047306471632233,UNDERGROUND,Midwest,MATERIAL/WELD/EQUIP FAILURE
1,3,9,0.0,0,0,0,0.0,1.0986122886681098,8.962904128092928,0.6666666666666666,8.962904128092928,TANK,West,MATERIAL/WELD/EQUIP FAILURE
1,3,12,8.083333333333334,0,0,0,0.0,2.048982334195127,12.20892357775816,0.8711340206185567,12.20892357775816,ABOVEGROUND,South,NATURAL FORCE DAMAGE
1,3,18,0.0,0,0,0,0.0,0.5364933705145685,7.937731775260109,0.4152046783625731,7.937731775260109,ABOVEGROUND,South,MATERIAL/WELD/EQUIP FAILURE
1,4,12,0.0,0,0,0,0.0,0.7884573603642702,9.090204570736201,0.5454545454545454,9.090204570736201,ABOVEGROUND,Midwest,INCORRECT OPERATION
1,6,12,0.0,0,0,0,0.6931471805599453,0.6931471805599453,7.650168700845001,0.0,6.957497370876951,TANK,Midwest,MATERIAL/WELD/EQUIP FAILURE
1,0,11,38.3,0,0,0,0.0,5.313205979041787,13.410546824147012,0.9950738916256158,13.410546824147012,ABOVEGROUND,South,MATERIAL/WELD/EQUIP FAILURE
1,2,15,0.0,0,0,0,0.4700036292457355,0.4700036292457355,11.00319923664754,0.0,10.533205596364,TANK,South,ALL OTHER CAUSES
1,3,11,6.916666666666667,0,0,0,2.0794415416798357,3.044522437723423,9.321076413570848,0.6190476190476191,7.242261298149807,ABOVEGROUND,Midwest,OTHER OUTSIDE FORCE DAMAGE
2,1,8,0.0,0,0,0,1.791759469228055,2.772588722239781,8.77971129020447,0.625,6.988720637805241,ABOVEGROUND,Midwest,MATERIAL/WELD/EQUIP FAILURE
2,3,15,0.0,0,0,0,0.04879016416943201,0.2151113796169455,8.416709652837914,0.1532258064516129,8.367930545661755,ABOVEGROUND,Midwest,NATURAL FORCE DAMAGE
2,5,11,0.0,0,0,0,0.8458682675776092,1.3862943611198906,8.476579508530941,0.4175,7.630988228208482,ABOVEGROUND,Midwest,MATERIAL/WELD/EQUIP FAILURE
2,0,12,46.03333333333333,0,0,0,1.791759469228055,1.791759469228055,12.848981238461693,0.0,11.05723491317159,UNDERGROUND,South,MATERIAL/WELD/EQUIP FAILURE
2,1,10,0.0,0,0,0,0.0,0.49469624183610705,6.85751406254539,0.39024390243902435,6.85751406254539,UNDERGROUND,South,MATERIAL/WELD/EQUIP FAILURE
2,1,15,0.0,0,0,0,0.0,0.5364933705145685,8.59007183682881,0.4152046783625731,8.59007183682881,ABOVEGROUND,Midwest,NATURAL FORCE DAMAGE
2,1,7,0.0,0,0,0,0.0,0.11332868530700317,10.32600641521012,0.10714285714285712,10.32600641521012,ABOVEGROUND,Midwest,MATERIAL/WELD/EQUIP FAILURE
2,2,17,0.0,0,0,0,0.0,0.11332868530700317,7.323170717943469,0.10714285714285712,7.323170717943469,TANK,Midwest,MATERIAL/WELD/EQUIP FAILURE
2,4,6,7.0,0,0,0,0.0,0.6678293725756554,9.746892220313054,0.48717948717948717,9.746892220313054,ABOVEGROUND,Northeast,MATERIAL/WELD/EQUIP FAILURE
2,5,6,16.916666666666668,0,0,0,1.0986122886681098,2.1972245773362196,11.44586643668829,0.6666666666666666,10.347275534963451,UNDERGROUND,South,MATERIAL/WELD/EQUIP FAILURE
2,6,12,0.0,0,0,0,0.0,2.302585092994046,9.769155839740836,0.9,9.769155839740836,UNDERGROUND,South,CORROSION
2,0,10,0.0,0,0,0,0.6931471805599453,0.6931471805599453,10.198430699466112,0.0,9.505320746909074,UNDERGROUND,South,CORROSION
2,0,10,0.0,0,0,0,0.5364933705145685,0.5364933705145685,9.081483749851179,0.0,8.545071140493494,ABOVEGROUND,West,INCORRECT OPERATION
2,1,23,0.0,0,0,0,3.367295829986474,3.367295829986474,11.767629696924804,0.0,8.400550884192052,ABOVEGROUND,Midwest,INCORRECT OPERATION
2,3,4,598.1166666666667,1,0,0,9.526537012326164,9.526537012326164,14.28538105334809,0.0,4.767382376996611,UNDERGROUND,South,INCORRECT OPERATION
2,3,10,0.0,0,0,0,0.0,0.4382549309311553,9.677276802172448,0.3548387096774194,9.677276802172448,UNDERGROUND,South,MATERIAL/WELD/EQUIP FAILURE
3,0,8,5.8,0,0,0,1.0986122886681098,5.293304824724492,9.681530796701484,0.9849246231155779,8.583043351978604,UNDERGROUND,South,CORROSION
3,0,9,2.7666666666666666,0,0,0,0.0,1.3862943611198906,9.856448354530341,0.75,9.856448354530341,ABOVEGROUND,Midwest,INCORRECT OPERATION
3,0,11,86.15,0,0,0,1.3837912309017721,1.3837912309017721,8.163656176168432,0.0,6.780716192081403,ABOVEGROUND,Midwest,ALL OTHER CAUSES
3,2,22,0.0,0,0,0,0.4054651081081644,0.4054651081081644,6.651571873589727,0.0,6.246752551748759,,Other/Territory,MATERIAL/WELD/EQUIP FAILURE
3,3,5,2.0,0,0,0,0.5877866649021191,2.1838015570040787,11.082157933374816,0.7972972972972974,10.494383575899922,ABOVEGROUND,South,MATERIAL/WELD/EQUIP FAILURE
3,3,23,11.0,0,0,0,0.27002713721306015,0.27002713721306015,9.51745735706657,0.0,9.247453022094458,ABOVEGROUND,South,MATERIAL/WELD/EQUIP FAILURE
3,0,11,0.0,0,0,0,0.6931471805599453,4.442651256490317,9.33149549353265,0.9764705882352941,8.638436898701602,ABOVEGROUND,Midwest,MATERIAL/WELD/EQUIP FAILURE
3,0,11,0.0,0,0,0,4.543294782270004,5.1298987149230735,11.357685859144864,0.4437869822485207,6.815476669534077,TANK,Midwest,NATURAL FORCE DAMAGE
3,1,11,0.0,0,0,0,0.4054651081081644,0.6931471805599453,8.525161361065415,0.25,8.119795454385832,UNDERGROUND,South,MATERIAL/WELD/EQUIP FAILURE
3,1,14,0.0,0,0,0,0.6678293725756554,0.6931471805599453,10.168348697202207,0.025,9.500555771305542,UNDERGROUND,South,MATERIAL/WELD/EQUIP FAILURE
3,3,10,0.0,0,0,0,0.0,0.5596157879354227,8.9947928972836,0.42857142857142855,8.9947928972836,UNDERGROUND,Midwest,NATURAL FORCE DAMAGE
3,6,22,65.16666666666667,0,0,0,4.2626798770413155,4.7535901911063645,13.1452025661483,0.3879310344827586,8.882659518496586,ABOVEGROUND,Midwest,NATURAL FORCE DAMAGE
